    0.000000E+00    0.000000E+00
        1.448889    3.391953E-01
        2.897778    5.803242E-01
        4.346666    7.233865E-01
        5.795555    7.683823E-01
        7.244444    7.153116E-01
        8.693333    5.641744E-01
       10.142220    3.149708E-01
       11.591110   -3.229947E-02
    0.000000E+00    0.000000E+00
        1.299038    7.009668E-01
        2.598076        1.303867
        3.897115        1.808701
        5.196153        2.215468
        6.495191        2.524169
        7.794229        2.734803
        9.093266        2.847371
       10.392310        2.861872
       11.691340        2.778307
       12.990380        2.596675
       14.289420        2.316977
       15.588460        1.939212
       16.887500        1.463380
       18.186530    8.894833E-01
       19.485570    2.175189E-01
       20.784610   -5.525121E-01
    0.000000E+00    0.000000E+00
        1.060660        1.011627
        2.121320        1.925187
        3.181981        2.740681
        4.242640        3.458109
        5.303301        4.077470
        6.363961        4.598764
        7.424621        5.021992
        8.485281        5.347154
        9.545941        5.574248
       10.606600        5.703277
       11.667260        5.734239
       12.727920        5.667134
       13.788580        5.501963
       14.849240        5.238726
       15.909900        4.877421
       16.970560        4.418051
       18.031220        3.860614
       19.091880        3.205110
       20.152540        2.451540
       21.213200        1.599904
       22.273860    6.501991E-01
       23.334520   -3.975696E-01
    0.000000E+00    0.000000E+00
    7.500000E-01        1.250005
        1.500000        2.401943
        2.250000        3.455815
        3.000000        4.411621
        3.750000        5.269360
        4.500000        6.029032
        5.250000        6.690638
        6.000000        7.254177
        6.750000        7.719650
        7.500000        8.087056
        8.250000        8.356396
        9.000000        8.527670
        9.750000        8.600876
       10.500000        8.576016
       11.250000        8.453091
       12.000000        8.232098
       12.750000        7.913039
       13.500000        7.495913
       14.250000        6.980721
       15.000000        6.367462
       15.750000        5.656136
       16.500000        4.846745
       17.250000        3.939288
       18.000000        2.933762
       18.750000        1.830171
       19.500000    6.285120E-01
       20.250000   -6.712111E-01
    0.000000E+00    0.000000E+00
    3.882286E-01        1.399855
    7.764572E-01        2.701644
        1.164686        3.905367
        1.552914        5.011023
        1.941143        6.018612
        2.329372        6.928135
        2.717600        7.739592
        3.105829        8.452982
        3.494058        9.068305
        3.882286        9.585562
        4.270514       10.004750
        4.658743       10.325880
        5.046972       10.548930
        5.435200       10.673930
        5.823429       10.700850
        6.211658       10.629710
        6.599886       10.460500
        6.988115       10.193220
        7.376343        9.827883
        7.764572        9.364474
        8.152802        8.802999
        8.541029        8.143458
        8.929257        7.385851
        9.317487        6.530176
        9.705715        5.576437
       10.093940        4.524628
       10.482170        3.374755
       10.870400        2.126817
       11.258630    7.808079E-01
       11.646860   -6.632638E-01
    0.000000E+00    0.000000E+00
   -6.556709E-08        1.450967
   -1.311342E-07        2.803867
   -1.967013E-07        4.058701
   -2.622683E-07        5.215468
   -3.278354E-07        6.274168
   -3.934025E-07        7.234803
   -4.589696E-07        8.097370
   -5.245367E-07        8.861872
   -5.901038E-07        9.528307
   -6.556709E-07       10.096670
   -7.212379E-07       10.566980
   -7.868051E-07       10.939210
   -8.523721E-07       11.213380
   -9.179392E-07       11.389480
   -9.835063E-07       11.467520
   -1.049073E-06       11.447490
   -1.114640E-06       11.329390
   -1.180208E-06       11.113230
   -1.245775E-06       10.799000
   -1.311342E-06       10.386700
   -1.376909E-06        9.876335
   -1.442476E-06        9.267906
   -1.508043E-06        8.561411
   -1.573610E-06        7.756847
   -1.639177E-06        6.854218
   -1.704744E-06        5.853521
   -1.770311E-06        4.754760
   -1.835878E-06        3.557932
   -1.901446E-06        2.263035
   -1.967013E-06    8.700743E-01
   -2.032580E-06   -6.209562E-01
